,temp,atemp,humidity,windspeed
5007,17.22,21.21,38,0.0
5008,16.4,20.455,50,0.0
5009,13.94,15.91,53,16.9979
5010,15.58,19.695,40,19.0012
5011,13.94,16.665,49,12.998
5012,13.12,15.91,53,12.998
5013,13.12,15.15,53,19.0012
5014,12.3,14.395,56,16.9979
5015,10.66,12.88,65,12.998
5016,10.66,12.88,65,11.0014
5017,9.84,12.12,70,8.9981
5018,9.02,11.365,75,8.9981
5019,9.84,12.88,70,6.0032
5020,9.84,12.88,65,7.0015
5021,9.02,12.88,75,6.0032
5022,9.84,12.88,75,6.0032
5023,10.66,13.635,70,7.0015
5024,13.12,16.665,61,8.9981
5025,13.12,16.665,57,6.0032
5026,14.76,18.94,50,0.0
5027,14.76,18.18,50,6.0032
5028,14.76,18.94,46,0.0
5029,15.58,19.695,46,0.0
5030,15.58,19.695,46,0.0
5031,14.76,18.94,62,0.0
5032,13.94,16.665,53,8.9981
5033,12.3,15.91,61,6.0032
5034,12.3,15.91,61,6.0032
5035,12.3,15.91,61,6.0032
5036,13.12,16.665,61,6.0032
5037,12.3,15.15,70,8.9981
5038,12.3,15.91,70,7.0015
5039,12.3,15.91,75,6.0032
5040,10.66,15.15,81,0.0
5041,11.48,15.91,75,0.0
5042,10.66,15.15,87,0.0
5043,10.66,15.15,81,0.0
5044,9.84,14.395,93,0.0
5045,10.66,15.15,87,0.0
5046,10.66,15.15,87,0.0
5047,12.3,16.665,81,0.0
5048,13.12,16.665,81,8.9981
5049,13.94,16.665,81,11.0014
5050,14.76,17.425,81,11.0014
5051,16.4,20.455,66,15.0013
5052,17.22,21.21,62,8.9981
5053,17.22,21.21,62,12.998
5054,17.22,21.21,58,15.0013
5055,15.58,19.695,76,8.9981
5056,15.58,19.695,71,0.0
5057,15.58,19.695,76,0.0
5058,14.76,17.425,76,8.9981
5059,14.76,18.18,81,7.0015
5060,13.94,17.425,87,7.0015
5061,13.94,17.425,87,7.0015
5062,13.12,16.665,87,6.0032
5063,13.12,17.425,87,0.0
5064,13.12,17.425,87,0.0
5065,13.12,17.425,87,0.0
5066,12.3,15.91,87,7.0015
5067,12.3,15.91,87,7.0015
5068,12.3,15.91,93,6.0032
5069,13.12,17.425,90,0.0
5070,13.12,17.425,93,0.0
5071,14.76,18.18,87,6.0032
5072,14.76,18.18,87,6.0032
5073,14.76,18.18,87,6.0032
5074,16.4,20.455,76,7.0015
5075,17.22,21.21,71,6.0032
5076,18.86,22.725,67,0.0
5077,18.86,22.725,72,6.0032
5078,20.5,24.24,63,6.0032
5079,17.22,21.21,77,0.0
5080,18.04,21.97,77,0.0
5081,18.86,22.725,77,0.0
5082,18.86,22.725,82,7.0015
5083,18.04,21.97,88,6.0032
5084,18.04,21.97,88,8.9981
5085,18.86,22.725,88,8.9981
5086,20.5,24.24,77,19.9995
5087,18.86,22.725,88,19.9995
5088,18.86,22.725,87,12.998
5089,18.86,22.725,87,12.998
5090,18.86,22.725,88,15.0013
5091,18.86,22.725,88,15.0013
5092,18.04,21.97,94,19.0012
5093,18.86,22.725,94,12.998
5094,18.86,22.725,94,12.998
5095,18.86,22.725,94,15.0013
5096,18.86,22.725,94,19.0012
5097,18.86,22.725,94,16.9979
5098,18.86,22.725,100,15.0013
5099,18.86,22.725,100,12.998
5100,19.68,23.485,100,15.0013
5101,20.5,24.24,100,12.998
5102,18.86,22.725,100,16.9979
5103,18.86,22.725,100,15.0013
5104,18.86,22.725,100,19.0012
5105,18.86,22.725,100,19.9995
5106,18.86,22.725,100,19.9995
5107,18.04,21.97,100,12.998
5108,18.86,22.725,100,11.0014
5109,18.86,22.725,100,11.0014
5110,18.04,21.97,100,12.998
5111,18.86,22.725,100,16.9979
5112,18.86,22.725,100,15.0013
5113,18.86,22.725,100,15.0013
5114,18.86,22.725,100,11.0014
5115,18.86,22.725,100,11.0014
5116,19.68,23.485,100,27.9993
5117,18.04,21.97,100,7.0015
5118,18.04,21.97,100,0.0
5119,18.04,21.97,100,16.9979
5120,18.04,21.97,100,6.0032
5121,18.04,21.97,100,6.0032
5122,18.04,21.97,100,8.9981
5123,18.04,21.97,100,12.998
5124,18.04,21.97,100,12.998
5125,17.22,21.21,94,15.0013
5126,17.22,21.21,94,12.998
5127,16.4,20.455,100,22.0028
5128,16.4,20.455,94,19.9995
5129,13.94,14.395,87,43.0006
5130,13.94,14.395,87,43.0006
5131,12.3,12.88,87,35.0008
5132,9.84,9.85,93,30.0026
5133,9.84,10.605,93,26.0027
5134,10.66,11.365,87,19.9995
5135,10.66,11.365,81,23.9994
5136,11.48,13.635,65,15.0013
5137,10.66,11.365,60,19.9995
5138,9.84,9.85,60,31.0009
5139,9.02,10.605,64,15.0013
5140,9.02,10.605,55,19.0012
5141,9.02,10.605,60,15.0013
5142,9.02,10.605,55,19.0012
5143,9.84,10.605,52,26.0027
5144,10.66,11.365,52,22.0028
5145,11.48,13.635,52,16.9979
5146,11.48,12.88,52,22.0028
5147,12.3,13.635,49,23.9994
5148,13.12,15.15,45,16.9979
5149,13.12,16.665,45,8.9981
5150,13.12,15.91,45,12.998
5151,12.3,15.91,49,7.0015
5152,11.48,13.635,52,15.0013
5153,10.66,13.635,56,7.0015
5154,10.66,13.635,60,7.0015
5155,11.48,15.15,61,6.0032
5156,10.66,13.635,65,8.9981
5157,9.84,12.88,70,7.0015
5158,9.84,14.395,65,0.0
5159,9.84,14.395,65,0.0
5160,9.84,14.395,70,0.0
5161,9.02,13.635,80,0.0
5162,9.02,13.635,80,0.0
5163,9.02,13.635,80,0.0
5164,9.02,12.88,80,6.0032
5165,9.02,12.88,75,6.0032
5166,9.84,14.395,81,0.0
5167,10.66,14.395,81,6.0032
5168,12.3,15.15,70,11.0014
5169,13.12,15.15,70,16.9979
5170,14.76,16.665,57,19.9995
5171,15.58,19.695,50,12.998
5172,15.58,19.695,46,19.0012
5173,15.58,19.695,46,19.0012
5174,14.76,17.425,62,8.9981
5175,13.94,17.425,66,7.0015
5176,13.94,18.18,61,0.0
5177,13.94,18.18,61,0.0
5178,12.3,16.665,81,0.0
5179,12.3,16.665,75,0.0
5180,11.48,15.91,87,0.0
5181,11.48,15.91,81,0.0
5182,10.66,13.635,81,7.0015
5183,10.66,12.88,70,11.0014
5184,11.48,15.15,61,6.0032
5185,11.48,15.15,61,6.0032
5186,10.66,13.635,65,7.0015
5187,10.66,12.88,60,11.0014
5188,9.84,12.88,65,7.0015
5189,9.84,11.365,65,12.998
5190,10.66,13.635,65,8.9981
5191,11.48,12.88,61,19.0012
5192,13.12,15.15,57,16.9979
5193,13.12,14.395,53,27.9993
5194,13.12,14.395,45,27.9993
5195,13.94,15.15,34,27.9993
5196,13.94,15.15,31,22.0028
5197,13.94,15.15,34,23.9994
5198,13.12,14.395,31,26.0027
5199,11.48,12.88,36,22.0028
5200,10.66,12.88,38,15.0013
5201,10.66,12.12,38,19.0012
5202,9.84,11.365,35,15.0013
5203,9.02,10.605,44,15.0013
5204,9.02,11.365,41,8.9981
5205,8.2,10.605,47,11.0014
5206,8.2,9.85,51,15.0013
5207,6.56,7.575,59,15.0013
5208,7.38,8.335,55,16.9979
5209,6.56,9.09,59,8.9981
5210,6.56,8.335,59,11.0014
5211,7.38,10.605,59,7.0015
5212,6.56,11.365,59,0.0
5213,7.38,12.12,55,0.0
5214,6.56,11.365,69,0.0
5215,8.2,12.88,59,0.0
5216,9.84,14.395,44,0.0
5217,10.66,15.15,35,0.0
5218,10.66,15.15,35,0.0
5219,12.3,16.665,31,0.0
5220,12.3,16.665,28,0.0
5221,12.3,16.665,26,0.0
5222,12.3,16.665,26,0.0
5223,11.48,15.91,30,0.0
5224,9.84,11.365,48,12.998
5225,9.02,11.365,55,12.998
5226,9.02,12.12,55,7.0015
5227,9.02,13.635,55,0.0
5228,9.02,13.635,55,0.0
5229,8.2,12.88,69,0.0
5230,8.2,11.365,69,6.0032
5231,8.2,12.88,69,0.0
5232,8.2,12.88,69,0.0
5233,7.38,12.12,74,0.0
5234,7.38,12.12,74,0.0
5235,6.56,11.365,80,0.0
5236,6.56,9.09,80,7.0015
5237,5.74,7.575,86,8.9981
5238,6.56,9.09,80,7.0015
5239,7.38,10.605,74,6.0032
5240,9.02,12.12,69,7.0015
5241,10.66,14.395,60,6.0032
5242,11.48,14.395,52,7.0015
5243,12.3,15.91,52,7.0015
5244,13.12,16.665,53,8.9981
5245,13.12,16.665,57,7.0015
5246,13.12,16.665,57,6.0032
5247,12.3,16.665,56,0.0
5248,12.3,15.91,56,6.0032
5249,11.48,15.15,61,6.0032
5250,12.3,15.91,56,6.0032
5251,10.66,15.15,81,0.0
5252,10.66,15.15,70,0.0
5253,9.84,14.395,75,0.0
5254,9.02,13.635,80,0.0
5255,8.2,12.88,80,0.0
5256,8.2,12.88,80,0.0
5257,7.38,12.12,80,0.0
5258,8.2,12.88,80,0.0
5259,7.38,12.12,86,0.0
5260,8.2,12.88,80,0.0
5261,6.56,8.335,80,11.0014
5262,8.2,11.365,69,7.0015
5263,10.66,12.88,60,11.0014
5264,12.3,15.15,52,11.0014
5265,13.94,15.91,46,16.9979
5266,14.76,16.665,43,23.9994
5267,16.4,20.455,37,22.0028
5268,16.4,20.455,37,16.9979
5269,16.4,20.455,35,16.9979
5270,15.58,19.695,37,16.9979
5271,14.76,17.425,40,12.998
5272,13.94,15.91,42,15.0013
5273,13.12,15.91,49,11.0014
5274,13.12,15.91,49,11.0014
5275,12.3,15.15,52,11.0014
5276,12.3,15.15,52,11.0014
5277,10.66,15.15,70,0.0
5278,10.66,15.15,75,0.0
5279,10.66,15.15,75,0.0
5280,10.66,15.15,75,0.0
5281,11.48,15.91,65,0.0
5282,10.66,15.15,75,0.0
5283,10.66,15.15,81,0.0
5284,10.66,15.15,87,0.0
5285,11.48,15.91,75,0.0
5286,10.66,15.15,87,0.0
5287,12.3,16.665,61,0.0
5288,13.12,17.425,57,0.0
5289,13.94,18.18,55,0.0
5290,14.76,18.18,57,6.0032
5291,14.76,18.18,57,7.0015
5292,15.58,19.695,54,6.0032
5293,15.58,19.695,54,7.0015
5294,15.58,19.695,54,7.0015
5295,14.76,18.18,57,7.0015
5296,14.76,17.425,62,11.0014
5297,14.76,18.18,62,7.0015
5298,13.94,17.425,66,7.0015
5299,13.94,16.665,66,11.0014
5300,13.94,16.665,66,11.0014
5301,13.12,15.91,70,11.0014
5302,13.12,15.91,70,11.0014
5303,13.12,15.91,70,11.0014
5304,13.12,16.665,70,8.9981
5305,13.12,16.665,70,8.9981
5306,13.12,15.15,70,15.0013
5307,13.12,15.15,70,19.0012
5308,13.12,15.91,66,12.998
5309,13.12,15.91,70,12.998
5310,13.94,15.91,66,15.0013
5311,14.76,16.665,62,19.0012
5312,16.4,20.455,58,19.9995
5313,16.4,20.455,62,27.9993
5314,18.86,22.725,59,32.9975
5315,20.5,24.24,55,23.9994
5316,21.32,25.0,52,22.0028
5317,21.32,25.0,55,15.0013
5318,18.86,22.725,72,11.0014
5319,21.32,25.0,59,19.0012
5320,21.32,25.0,59,19.9995
5321,21.32,25.0,59,19.0012
5322,21.32,25.0,59,22.0028
5323,20.5,24.24,63,19.9995
5324,21.32,25.0,63,22.0028
5325,21.32,25.0,63,22.0028
5326,20.5,24.24,72,22.0028
5327,20.5,24.24,72,15.0013
5328,19.68,23.485,77,7.0015
5329,18.86,22.725,82,8.9981
5330,20.5,24.24,59,12.998
5331,19.68,23.485,44,26.0027
5332,18.04,21.97,33,19.9995
5333,15.58,19.695,46,19.9995
5334,14.76,16.665,46,27.9993
5335,14.76,16.665,46,26.0027
5336,13.94,15.15,46,19.9995
5337,13.94,15.15,42,19.9995
5338,13.94,15.15,42,23.9994
5339,13.94,15.15,39,23.9994
5340,13.94,15.91,42,15.0013
5341,13.12,15.15,45,19.9995
5342,13.12,15.15,45,15.0013
5343,13.12,15.15,45,19.0012
5344,13.12,15.15,45,16.9979
5345,13.12,15.15,45,15.0013
5346,13.12,15.91,45,12.998
5347,13.12,15.91,45,11.0014
5348,12.3,15.15,49,11.0014
5349,12.3,15.15,49,8.9981
5350,12.3,14.395,49,19.0012
5351,12.3,14.395,52,16.9979
5352,11.48,13.635,56,15.0013
5353,10.66,12.88,60,12.998
5354,9.84,12.12,65,11.0014
5355,10.66,12.88,60,12.998
5356,10.66,12.12,56,19.0012
5357,10.66,12.88,56,15.0013
5358,10.66,12.88,56,15.0013
5359,10.66,12.12,56,16.9979
5360,10.66,12.12,52,19.0012
5361,11.48,12.88,45,22.0028
5362,11.48,12.88,45,19.0012
5363,11.48,13.635,48,16.9979
5364,11.48,12.88,45,23.9994
5365,11.48,12.88,45,19.0012
5366,11.48,13.635,45,15.0013
5367,10.66,12.88,48,15.0013
5368,10.66,11.365,48,26.0027
5369,9.84,10.605,65,22.0028
5370,9.02,10.605,69,16.9979
5371,8.2,10.605,75,11.0014
5372,8.2,10.605,75,11.0014
5373,8.2,11.365,75,0.0
5374,8.2,10.605,75,8.9981
5375,8.2,11.365,69,7.0015
5376,9.02,12.12,55,7.0015
5377,9.02,10.605,55,15.0013
5378,9.02,10.605,55,15.0013
5379,8.2,11.365,59,7.0015
5380,8.2,10.605,59,8.9981
5381,8.2,10.605,59,11.0014
5382,8.2,12.88,69,0.0
5383,9.02,11.365,64,11.0014
5384,9.84,11.365,60,16.9979
5385,9.84,11.365,60,15.0013
5386,10.66,12.88,60,15.0013
5387,12.3,13.635,49,19.9995
5388,12.3,14.395,49,19.0012
5389,13.12,15.15,45,19.0012
5390,11.48,13.635,48,16.9979
5391,11.48,13.635,46,11.0014
5392,11.48,13.635,45,12.998
5393,10.66,13.635,52,8.9981
5394,9.84,12.88,60,7.0015
5395,9.02,13.635,64,0.0
5396,9.02,11.365,75,12.998
5397,8.2,11.365,75,7.0015
5398,8.2,11.365,75,6.0032
5399,7.38,10.605,80,6.0032
5400,7.38,10.605,80,6.0032
5401,6.56,9.85,86,6.0032
5402,6.56,9.09,86,8.9981
5403,5.74,8.335,93,7.0015
5404,6.56,9.09,86,7.0015
5405,7.38,10.605,74,7.0015
5406,8.2,9.85,75,12.998
5407,9.02,10.605,69,15.0013
5408,9.84,11.365,67,12.998
5409,10.66,12.12,65,16.9979
5410,12.3,13.635,61,22.0028
5411,13.94,15.15,49,22.0028
5412,14.76,17.425,46,15.0013
5413,15.58,19.695,46,11.0014
5414,16.4,20.455,40,16.9979
5415,15.58,19.695,46,12.998
5416,14.76,17.425,50,12.998
5417,14.76,17.425,53,11.0014
5418,16.4,20.455,40,11.0014
5419,14.76,17.425,53,8.9981
5420,14.76,17.425,57,11.0014
5421,14.76,17.425,53,11.0014
5422,14.76,18.94,66,0.0
5423,14.76,17.425,66,8.9981
5424,13.12,17.425,76,0.0
5425,12.3,16.665,81,0.0
5426,11.48,15.15,81,6.0032
5427,11.48,14.395,81,7.0015
5428,10.66,13.635,93,8.9981
5429,10.66,12.88,93,11.0014
5430,10.66,13.635,87,7.0015
5431,10.66,13.635,93,7.0015
5432,12.3,15.91,81,7.0015
5433,13.94,16.665,76,8.9981
5434,16.4,20.455,62,19.0012
5435,17.22,21.21,58,19.0012
5436,18.04,21.97,54,19.9995
5437,18.86,22.725,51,19.9995
5438,18.04,21.97,54,19.9995
5439,19.68,23.485,48,11.0014
5440,18.86,22.725,59,16.9979
5441,17.22,21.21,67,26.0027
5442,18.04,21.97,62,19.9995
5443,18.04,21.97,67,16.9979
5444,18.86,22.725,55,27.9993
5445,18.04,21.97,51,19.9995
5446,16.4,20.455,40,31.0009
5447,14.76,16.665,43,27.9993
5448,14.76,15.91,34,30.0026
5449,11.48,12.88,45,22.0028
5450,11.48,12.88,45,22.0028
5451,10.66,11.365,41,26.0027
5452,9.84,10.605,32,26.0027
5453,9.84,11.365,35,16.9979
5454,9.84,12.88,35,0.0
5455,10.66,12.12,35,19.0012
5456,10.66,10.605,35,32.9975
5457,11.48,13.635,36,16.9979
5458,12.3,13.635,36,19.9995
5459,12.3,13.635,36,27.9993
5460,11.48,12.12,38,30.0026
5461,10.66,11.365,35,27.9993
5462,10.66,11.365,35,26.0027
5463,10.66,12.12,33,16.9979
5464,9.84,11.365,38,15.0013
5465,9.84,11.365,41,15.0013
5466,9.84,10.605,41,22.0028
5467,9.02,10.605,44,19.0012
5468,9.02,10.605,44,16.9979
5469,8.2,9.85,51,16.9979
5470,7.38,9.09,55,15.0013
5471,7.38,8.335,51,16.9979
5472,6.56,6.82,55,19.0012
5473,6.56,7.575,55,16.9979
5474,5.74,6.82,54,12.998
5475,5.74,6.06,59,19.0012
5476,5.74,6.06,59,16.9979
5477,6.56,6.82,55,19.0012
5478,6.56,6.82,50,19.0012
5479,6.56,6.06,47,31.0009
5480,7.38,6.82,37,35.0008
5481,7.38,6.82,37,35.0008
5482,7.38,6.06,34,43.9989
5483,6.56,6.06,43,35.0008
5484,6.56,6.06,37,27.9993
5485,5.74,4.545,39,39.0007
5486,5.74,5.305,26,31.0009
5487,5.74,4.545,26,35.0008
5488,4.92,4.545,28,27.9993
5489,4.92,6.06,33,16.9979
5490,4.1,5.305,36,15.0013
5491,4.1,5.305,46,16.9979
5492,4.1,3.79,46,26.0027
5493,3.28,3.03,42,22.0028
5494,1.64,1.515,38,19.9995
5495,0.82,0.76,34,19.0012
5496,0.82,0.76,34,19.0012
5497,0.82,2.275,41,12.998
5498,0.82,2.275,41,12.998
5499,0.82,2.275,41,11.0014
5500,0.82,2.275,44,12.998
5501,0.82,3.03,44,8.9981
5502,1.64,3.03,45,8.9981
5503,2.46,5.305,45,0.0
5504,3.28,6.06,42,6.0032
5505,4.1,5.305,46,12.998
5506,5.74,6.06,43,16.9979
5507,5.74,6.06,46,16.9979
5508,7.38,7.575,37,22.0028
5509,7.38,8.335,40,19.0012
5510,8.2,9.85,40,12.998
5511,8.2,10.605,37,8.9981
5512,8.2,11.365,40,7.0015
5513,8.2,9.85,40,12.998
5514,8.2,12.88,44,0.0
5515,8.2,11.365,47,6.0032
5516,8.2,11.365,44,7.0015
5517,9.02,11.365,47,12.998
5518,8.2,11.365,51,6.0032
5519,8.2,11.365,51,6.0032
5520,8.2,12.88,61,0.0
5521,8.2,11.365,59,6.0032
5522,8.2,11.365,59,6.0032
5523,8.2,10.605,75,8.9981
5524,8.2,11.365,69,6.0032
5525,8.2,12.88,75,0.0
5526,9.02,13.635,69,0.0
5527,9.84,12.88,52,6.0032
5528,12.3,16.665,49,0.0
5529,12.3,14.395,49,16.9979
5530,13.94,15.15,42,19.9995
5531,13.94,15.91,39,19.0012
5532,14.76,16.665,34,19.0012
5533,14.76,16.665,34,19.0012
5534,14.76,17.425,34,12.998
5535,13.94,16.665,36,11.0014
5536,13.94,17.425,34,6.0032
5537,12.3,16.665,49,0.0
5538,10.66,13.635,60,8.9981
5539,10.66,12.88,60,11.0014
5540,9.84,12.88,70,7.0015
5541,9.02,12.88,75,6.0032
5542,9.02,13.635,75,0.0
5543,9.02,11.365,69,11.0014
5544,9.02,12.12,69,7.0015
5545,9.02,11.365,69,8.9981
5546,8.2,10.605,80,8.9981
5547,9.02,12.12,73,7.0015
5548,9.84,14.395,65,0.0
5549,9.84,12.12,70,8.9981
5550,9.84,12.12,70,11.0014
5551,10.66,12.88,65,12.998
5552,12.3,15.15,56,11.0014
5553,14.76,16.665,50,16.9979
5554,16.4,20.455,43,19.0012
5555,18.86,22.725,36,12.998
5556,21.32,25.0,27,16.9979
5557,21.32,25.0,27,19.0012
5558,18.86,22.725,36,15.0013
5559,20.5,24.24,29,16.9979
5560,18.86,22.725,33,19.0012
5561,17.22,21.21,41,12.998
5562,16.4,20.455,43,15.0013
5563,14.76,17.425,50,12.998
5564,14.76,18.94,50,0.0
5565,14.76,17.425,50,11.0014
5566,15.58,19.695,46,11.0014
5567,14.76,18.18,50,7.0015
5568,13.12,16.665,57,7.0015
5569,13.12,16.665,57,6.0032
5570,10.66,13.635,75,7.0015
5571,10.66,13.635,75,7.0015
5572,9.02,11.365,87,12.998
5573,9.84,12.88,75,7.0015
5574,9.02,11.365,80,8.9981
5575,11.48,15.15,75,6.0032
5576,13.94,15.91,57,15.0013
5577,16.4,20.455,43,15.0013
5578,18.04,21.97,44,12.998
5579,20.5,24.24,42,19.0012
5580,23.78,27.275,37,19.9995
5581,22.96,26.515,37,19.0012
5582,22.14,25.76,43,8.9981
5583,22.14,25.76,45,8.9981
5584,21.32,25.0,42,7.0015
5585,20.5,24.24,39,16.9979
5586,18.04,21.97,44,15.0013
5587,18.04,21.97,38,16.9979
5588,17.22,21.21,38,15.0013
5589,15.58,19.695,40,19.0012
5590,13.94,16.665,42,12.998
5591,14.76,16.665,37,19.0012
5592,13.94,16.665,42,8.9981
5593,13.12,15.15,49,16.9979
5594,13.12,16.665,49,7.0015
5595,12.3,16.665,52,0.0
5596,12.3,16.665,52,0.0
5597,12.3,15.15,52,8.9981
5598,13.12,16.665,53,8.9981
5599,13.94,16.665,49,11.0014
5600,14.76,17.425,46,15.0013
5601,15.58,19.695,43,15.0013
5602,16.4,20.455,37,19.9995
5603,16.4,20.455,40,12.998
5604,16.4,20.455,37,19.0012
5605,16.4,20.455,37,19.9995
5606,15.58,19.695,40,15.0013
5607,13.94,15.91,46,15.0013
5608,13.12,15.91,49,12.998
5609,12.3,15.15,52,11.0014
5610,11.48,13.635,56,15.0013
5611,10.66,13.635,60,7.0015
5612,10.66,12.12,56,16.9979
5613,9.84,11.365,60,15.0013
5614,9.84,12.12,60,8.9981
5615,9.84,12.12,56,8.9981
5616,9.84,12.12,52,11.0014
5617,9.02,12.12,64,7.0015
5618,8.2,11.365,64,6.0032
5619,9.02,11.365,60,8.9981
5620,9.02,12.12,60,7.0015
5621,9.02,12.88,55,6.0032
5622,9.02,13.635,64,0.0
5623,9.84,14.395,60,0.0
5624,10.66,14.395,56,6.0032
5625,10.66,13.635,56,7.0015
5626,10.66,13.635,56,7.0015
5627,9.02,11.365,75,11.0014
5628,9.02,11.365,75,11.0014
5629,9.02,12.88,87,6.0032
5630,9.02,13.635,87,0.0
5631,8.2,11.365,86,6.0032
5632,8.2,11.365,93,6.0032
5633,8.2,11.365,86,6.0032
5634,8.2,12.88,93,0.0
5635,8.2,11.365,92,7.0015
5636,9.02,12.12,87,7.0015
5637,9.02,12.12,87,7.0015
5638,9.02,12.12,93,7.0015
5639,9.02,11.365,87,11.0014
5640,8.2,10.605,86,11.0014
5641,16.4,20.455,47,15.0013
5642,7.38,9.09,93,12.998
5643,7.38,9.85,93,11.0014
5644,7.38,9.85,93,11.0014
5645,7.38,9.85,93,11.0014
5646,7.38,9.85,93,11.0014
5647,17.22,21.21,38,19.9995
5648,17.22,21.21,38,19.9995
5649,17.22,21.21,38,19.9995
5650,17.22,21.21,38,19.9995
5651,17.22,21.21,38,19.9995
5652,17.22,21.21,38,23.9994
5653,17.22,21.21,38,16.9979
5654,16.4,20.455,40,7.0015
5655,15.58,19.695,46,7.0015
5656,13.94,17.425,53,7.0015
5657,13.12,16.665,66,6.0032
5658,12.3,15.15,70,6.0032
5659,10.66,13.635,81,7.0015
5660,10.66,15.15,81,0.0
5661,9.84,12.88,87,6.0032
5662,8.2,10.605,85,11.0014
5663,9.02,13.635,80,0.0
5664,8.2,10.605,80,8.9981
5665,8.2,10.605,80,8.9981
5666,8.2,10.605,86,8.9981
5667,8.2,10.605,80,8.9981
5668,8.2,11.365,82,7.0015
5669,8.2,10.605,86,8.9981
5670,9.84,12.12,87,8.9981
5671,10.66,14.395,87,6.0032
5672,12.3,16.665,81,0.0
5673,13.12,17.425,76,0.0
5674,13.12,16.665,81,7.0015
5675,13.94,17.425,87,6.0032
5676,13.94,15.91,87,16.9979
5677,13.94,15.91,87,15.0013
5678,13.94,16.665,87,12.998
5679,13.12,15.15,93,15.0013
5680,13.12,15.91,93,11.0014
5681,13.94,15.91,87,15.0013
5682,13.94,16.665,87,12.998
5683,13.94,15.91,87,15.0013
5684,13.94,16.665,93,12.998
5685,14.76,17.425,93,12.998
5686,14.76,17.425,93,16.9979
5687,14.76,17.425,93,16.9979
5688,14.76,17.425,93,12.998
5689,13.94,17.425,93,6.0032
5690,14.76,17.425,93,8.9981
5691,13.94,15.91,87,19.0012
5692,13.12,15.91,81,12.998
5693,13.12,16.665,81,7.0015
5694,13.94,17.425,81,7.0015
5695,13.94,17.425,81,7.0015
5696,13.94,17.425,81,7.0015
5697,17.22,21.21,77,11.0014
5698,17.22,21.21,77,11.0014
5699,18.04,21.97,72,8.9981
5700,18.86,22.725,67,12.998
5701,18.86,22.725,63,11.0014
5702,18.04,21.97,67,12.998
5703,17.22,21.21,71,11.0014
5704,17.22,21.21,71,12.998
5705,18.04,21.97,67,8.9981
5706,15.58,19.695,76,19.9995
5707,16.4,20.455,76,22.0028
5708,16.4,20.455,71,19.0012
5709,15.58,19.695,76,19.9995
5710,16.4,20.455,76,23.9994
5711,14.76,16.665,87,16.9979
5712,13.12,14.395,70,32.9975
5713,12.3,12.12,70,36.9974
5714,10.66,12.88,75,15.0013
5715,10.66,12.88,60,15.0013
5716,9.84,10.605,52,23.9994
5717,9.02,9.85,47,26.0027
5718,9.84,9.85,44,30.0026
5719,9.84,9.09,38,40.9973
5720,9.84,9.85,38,32.9975
5721,10.66,10.605,33,35.0008
5722,10.66,10.605,33,36.9974
5723,10.66,10.605,33,39.0007
5724,11.48,12.12,30,31.0009
5725,11.48,12.12,33,27.9993
5726,10.66,11.365,38,19.9995
5727,10.66,12.12,38,19.0012
5728,9.84,12.12,41,11.0014
5729,9.84,10.605,41,19.0012
5730,8.2,9.09,47,22.0028
5731,7.38,9.09,47,12.998
5732,6.56,9.09,47,7.0015
5733,6.56,7.575,47,12.998
5734,6.56,8.335,47,11.0014
5735,5.74,8.335,54,7.0015
5736,5.74,7.575,50,8.9981
5737,5.74,7.575,50,8.9981
5738,5.74,7.575,50,0.0
5739,5.74,7.575,50,8.9981
5740,4.92,7.575,54,7.0015
5741,5.74,8.335,50,7.0015
5742,6.56,11.365,47,0.0
5743,8.2,9.85,40,12.998
5744,9.02,10.605,41,16.9979
5745,9.02,10.605,44,19.0012
5746,9.84,10.605,41,19.9995
5747,9.84,10.605,38,19.9995
5748,9.84,11.365,38,15.0013
5749,9.84,11.365,41,16.9979
5750,9.02,11.365,41,12.998
5751,8.2,9.85,47,15.0013
5752,8.2,9.85,44,16.9979
5753,7.38,8.335,43,16.9979
5754,6.56,6.82,47,23.9994
5755,6.56,7.575,47,15.0013
5756,6.56,6.82,47,22.0028
5757,6.56,6.82,47,19.9995
5758,6.56,6.82,47,19.0012
5759,6.56,6.82,48,26.0027
5760,6.56,6.82,47,26.0027
5761,6.56,6.82,47,22.0028
5762,5.74,6.06,50,19.0012
5763,4.92,6.06,54,19.0012
5764,4.92,6.06,54,15.0013
5765,4.92,6.82,54,12.998
5766,5.74,6.06,54,19.0012
5767,6.56,7.575,47,15.0013
5768,7.38,8.335,40,19.9995
5769,8.2,9.09,34,19.0012
5770,8.2,9.09,32,23.9994
5771,9.02,11.365,27,12.998
5772,9.02,10.605,29,19.9995
5773,9.02,10.605,25,16.9979
5774,7.38,9.09,29,15.0013
5775,6.56,8.335,37,11.0014
5776,6.56,9.09,37,7.0015
5777,6.56,8.335,40,11.0014
5778,7.38,10.605,37,6.0032
5779,6.56,9.85,43,6.0032
5780,5.74,7.575,46,8.9981
5781,5.74,8.335,43,7.0015
5782,5.74,10.605,46,0.0
5783,4.92,9.85,50,0.0
5784,4.92,7.575,58,7.0015
5785,4.92,8.335,54,6.0032
5786,4.1,6.82,54,6.0032
5787,4.1,6.82,54,7.0015
5788,4.1,6.06,58,11.0014
5789,4.1,6.06,58,11.0014
5790,5.74,6.82,59,12.998
5791,6.56,7.575,59,16.9979
5792,8.2,9.09,55,22.0028
5793,9.84,9.85,41,27.9993
