,weather,count,registered,casual
2253,2,264.0,248.0,16.0
2254,2,256.0,233.0,23.0
2255,1,190.0,161.0,29.0
2256,1,129.0,115.0,14.0
2257,1,69.0,59.0,10.0
2258,1,42.0,31.0,11.0
2259,1,15.0,12.0,3.0
2260,1,6.0,6.0,0.0
2261,1,4.0,4.0,0.0
2262,1,3.0,3.0,0.0
2263,1,31.0,28.0,3.0
2264,1,113.0,106.0,7.0
2265,1,304.0,285.0,19.0
2266,1,467.0,442.0,25.0
2267,1,225.0,197.0,28.0
2268,1,139.0,106.0,33.0
2269,1,165.0,123.0,42.0
2270,1,232.0,193.0,39.0
2271,1,203.0,168.0,35.0
2272,1,185.0,142.0,43.0
2273,1,188.0,144.0,44.0
2274,1,318.0,255.0,63.0
2275,1,572.0,484.0,88.0
2276,1,525.0,451.0,74.0
2277,1,379.0,321.0,58.0
2278,1,337.0,286.0,51.0
2279,1,248.0,215.0,33.0
2280,1,155.0,141.0,14.0
2281,1,112.0,89.0,23.0
2282,1,68.0,53.0,15.0
2283,1,22.0,15.0,7.0
2284,1,12.0,12.0,0.0
2285,1,5.0,5.0,0.0
2286,1,6.0,5.0,1.0
2287,1,28.0,24.0,4.0
2288,1,106.0,98.0,8.0
2289,1,277.0,252.0,25.0
2290,2,502.0,471.0,31.0
2291,1,230.0,194.0,36.0
2292,1,161.0,107.0,54.0
2293,1,192.0,135.0,57.0
2294,1,259.0,208.0,51.0
2295,1,248.0,190.0,58.0
2296,1,240.0,174.0,66.0
2297,1,212.0,156.0,56.0
2298,1,349.0,286.0,63.0
2299,1,558.0,485.0,73.0
2300,1,564.0,488.0,76.0
2301,1,391.0,338.0,53.0
2302,1,293.0,236.0,57.0
2303,1,247.0,196.0,51.0
2304,1,171.0,145.0,26.0
2305,1,171.0,141.0,30.0
2306,1,93.0,69.0,24.0
2307,1,94.0,80.0,14.0
2308,1,59.0,41.0,18.0
2309,1,18.0,10.0,8.0
2310,1,15.0,11.0,4.0
2311,1,8.0,5.0,3.0
2312,1,28.0,17.0,11.0
2313,1,87.0,60.0,27.0
2314,1,125.0,96.0,29.0
2315,1,224.0,169.0,55.0
2316,1,317.0,202.0,115.0
2317,1,369.0,249.0,120.0
2318,1,420.0,270.0,150.0
2319,1,456.0,268.0,188.0
2320,1,451.0,258.0,193.0
2321,2,404.0,224.0,180.0
2322,2,440.0,272.0,168.0
2323,2,344.0,202.0,142.0
2324,2,341.0,214.0,127.0
2325,2,285.0,206.0,79.0
2326,2,239.0,149.0,90.0
2327,2,185.0,139.0,46.0
2328,1,190.0,141.0,49.0
2329,2,150.0,121.0,29.0
2330,1,113.0,90.0,23.0
2331,2,96.0,70.0,26.0
2332,2,64.0,48.0,16.0
2333,2,47.0,25.0,22.0
2334,2,12.0,8.0,4.0
2335,2,6.0,5.0,1.0
2336,2,21.0,11.0,10.0
2337,2,27.0,19.0,8.0
2338,2,98.0,74.0,24.0
2339,2,164.0,111.0,53.0
2340,2,251.0,168.0,83.0
2341,2,335.0,214.0,121.0
2342,2,335.0,212.0,123.0
2343,1,367.0,213.0,154.0
2344,1,385.0,224.0,161.0
2345,1,417.0,256.0,161.0
2346,1,398.0,260.0,138.0
2347,1,390.0,264.0,126.0
2348,1,363.0,239.0,124.0
2349,1,357.0,249.0,108.0
2350,1,279.0,195.0,84.0
2351,1,165.0,111.0,54.0
2352,1,130.0,94.0,36.0
2353,1,86.0,61.0,25.0
2354,1,29.0,18.0,11.0
2355,1,14.0,5.0,9.0
2356,1,8.0,4.0,4.0
2357,1,5.0,3.0,2.0
2358,1,8.0,4.0,4.0
2359,1,31.0,24.0,7.0
2360,1,112.0,101.0,11.0
2361,1,299.0,281.0,18.0
2362,1,438.0,410.0,28.0
2363,1,188.0,162.0,26.0
2364,1,95.0,64.0,31.0
2365,1,111.0,72.0,39.0
2366,1,153.0,128.0,25.0
2367,1,180.0,152.0,28.0
2368,1,145.0,99.0,46.0
2369,1,165.0,127.0,38.0
2370,1,267.0,233.0,34.0
2371,1,579.0,516.0,63.0
2372,1,556.0,500.0,56.0
2373,1,407.0,343.0,64.0
2374,1,336.0,277.0,59.0
2375,1,189.0,160.0,29.0
2376,1,173.0,137.0,36.0
2377,1,60.0,55.0,5.0
2378,1,20.0,15.0,5.0
2379,1,4.0,2.0,2.0
2380,1,5.0,2.0,3.0
2381,1,2.0,1.0,1.0
2382,1,5.0,3.0,2.0
2383,1,32.0,30.0,2.0
2384,1,126.0,116.0,10.0
2385,2,334.0,311.0,23.0
2386,2,477.0,432.0,45.0
2387,2,217.0,190.0,27.0
2388,2,123.0,86.0,37.0
2389,2,151.0,113.0,38.0
2390,2,183.0,141.0,42.0
2391,2,196.0,141.0,55.0
2392,2,146.0,112.0,34.0
2393,2,183.0,127.0,56.0
2394,1,308.0,253.0,55.0
2395,1,539.0,475.0,64.0
2396,1,551.0,479.0,72.0
2397,1,424.0,355.0,69.0
2398,1,346.0,301.0,45.0
2399,1,218.0,187.0,31.0
2400,1,153.0,126.0,27.0
2401,1,90.0,72.0,18.0
2402,1,41.0,29.0,12.0
2403,1,23.0,20.0,3.0
2404,1,7.0,7.0,0.0
2405,1,3.0,1.0,2.0
2406,1,6.0,6.0,0.0
2407,1,21.0,21.0,0.0
2408,1,116.0,103.0,13.0
2409,1,353.0,329.0,24.0
2410,1,481.0,435.0,46.0
2411,1,202.0,168.0,34.0
2412,1,90.0,63.0,27.0
2413,1,134.0,106.0,28.0
2414,1,149.0,134.0,15.0
2415,1,136.0,116.0,20.0
2416,1,155.0,111.0,44.0
2417,1,128.0,100.0,28.0
2418,1,233.0,199.0,34.0
2419,1,506.0,426.0,80.0
2420,1,459.0,398.0,61.0
2421,1,384.0,323.0,61.0
2422,1,280.0,225.0,55.0
2423,1,202.0,168.0,34.0
2424,1,176.0,139.0,37.0
2425,1,116.0,98.0,18.0
2426,2,47.0,40.0,7.0
2427,1,16.0,13.0,3.0
2428,2,6.0,6.0,0.0
2429,2,2.0,2.0,0.0
2430,2,6.0,4.0,2.0
2431,2,20.0,19.0,1.0
2432,2,118.0,105.0,13.0
2433,2,314.0,283.0,31.0
2434,2,432.0,400.0,32.0
2435,1,168.0,148.0,20.0
2436,1,94.0,74.0,20.0
2437,1,118.0,82.0,36.0
2438,1,140.0,100.0,40.0
2439,1,136.0,118.0,18.0
2440,1,118.0,93.0,25.0
2441,1,104.0,86.0,18.0
2442,1,200.0,170.0,30.0
2443,1,409.0,355.0,54.0
2444,1,466.0,414.0,52.0
2445,2,326.0,271.0,55.0
2446,2,254.0,214.0,40.0
2447,3,171.0,142.0,29.0
2448,2,153.0,131.0,22.0
2449,2,97.0,82.0,15.0
2450,3,69.0,61.0,8.0
2451,3,23.0,18.0,5.0
2452,1,13.0,7.0,6.0
2453,1,6.0,3.0,3.0
2454,1,4.0,4.0,0.0
2455,1,28.0,28.0,0.0
2456,1,104.0,94.0,10.0
2457,1,267.0,242.0,25.0
2458,1,452.0,423.0,29.0
2459,1,213.0,176.0,37.0
2460,1,111.0,88.0,23.0
2461,1,153.0,107.0,46.0
2462,1,207.0,167.0,40.0
2463,1,189.0,149.0,40.0
2464,1,165.0,121.0,44.0
2465,1,212.0,163.0,49.0
2466,1,285.0,239.0,46.0
2467,1,517.0,454.0,63.0
2468,1,463.0,367.0,96.0
2469,1,306.0,245.0,61.0
2470,1,250.0,197.0,53.0
2471,1,218.0,163.0,55.0
2472,1,185.0,145.0,40.0
2473,1,146.0,110.0,36.0
2474,1,117.0,89.0,28.0
2475,1,77.0,67.0,10.0
2476,1,60.0,50.0,10.0
2477,1,28.0,18.0,10.0
2478,1,13.0,9.0,4.0
2479,1,16.0,12.0,4.0
2480,1,40.0,31.0,9.0
2481,1,68.0,50.0,18.0
2482,1,143.0,111.0,32.0
2483,1,230.0,171.0,59.0
2484,1,264.0,173.0,91.0
2485,1,325.0,215.0,110.0
2486,1,347.0,235.0,112.0
2487,1,387.0,237.0,150.0
2488,1,380.0,232.0,148.0
2489,1,374.0,232.0,142.0
2490,2,394.0,225.0,169.0
2491,2,337.0,190.0,147.0
2492,2,286.0,155.0,131.0
2493,1,264.0,167.0,97.0
2494,1,275.0,180.0,95.0
2495,1,220.0,144.0,76.0
2496,1,190.0,137.0,53.0
2497,1,131.0,107.0,24.0
2498,1,119.0,100.0,19.0
2499,1,93.0,74.0,19.0
2500,1,66.0,57.0,9.0
2501,1,28.0,20.0,8.0
2502,1,14.0,6.0,8.0
2503,1,10.0,5.0,5.0
2504,1,14.0,9.0,5.0
2505,1,34.0,27.0,7.0
2506,1,92.0,64.0,28.0
2507,1,182.0,107.0,75.0
2508,1,311.0,191.0,120.0
2509,1,367.0,236.0,131.0
2510,1,420.0,244.0,176.0
2511,1,373.0,264.0,109.0
2512,1,315.0,219.0,96.0
2513,1,360.0,218.0,142.0
2514,3,350.0,235.0,115.0
2515,3,252.0,158.0,94.0
2516,1,256.0,187.0,69.0
2517,1,223.0,156.0,67.0
2518,1,206.0,144.0,62.0
2519,1,140.0,101.0,39.0
2520,1,128.0,97.0,31.0
2521,1,107.0,74.0,33.0
2522,1,28.0,20.0,8.0
2523,1,16.0,10.0,6.0
2524,1,10.0,8.0,2.0
2525,1,7.0,6.0,1.0
2526,1,4.0,3.0,1.0
2527,1,29.0,27.0,2.0
2528,1,105.0,98.0,7.0
2529,1,328.0,302.0,26.0
2530,1,476.0,432.0,44.0
2531,1,224.0,189.0,35.0
2532,1,118.0,80.0,38.0
2533,1,159.0,106.0,53.0
2534,1,196.0,161.0,35.0
2535,1,227.0,174.0,53.0
2536,1,200.0,145.0,55.0
2537,1,185.0,127.0,58.0
2538,1,326.0,262.0,64.0
2539,1,601.0,529.0,72.0
2540,1,586.0,510.0,76.0
2541,1,423.0,348.0,75.0
2542,1,331.0,253.0,78.0
2543,1,218.0,178.0,40.0
2544,1,134.0,114.0,20.0
2545,1,89.0,75.0,14.0
2546,1,31.0,18.0,13.0
2547,1,13.0,10.0,3.0
2548,1,10.0,8.0,2.0
2549,1,2.0,1.0,1.0
2550,1,3.0,3.0,0.0
2551,1,26.0,23.0,3.0
2552,1,113.0,107.0,6.0
2553,1,365.0,346.0,19.0
2554,1,486.0,441.0,45.0
2555,1,193.0,174.0,19.0
2556,1,130.0,97.0,33.0
2557,1,143.0,103.0,40.0
2558,1,169.0,139.0,30.0
2559,1,209.0,176.0,33.0
2560,2,159.0,118.0,41.0
2561,1,178.0,136.0,42.0
2562,1,330.0,279.0,51.0
2563,3,569.0,484.0,85.0
2564,1,538.0,473.0,65.0
2565,1,386.0,335.0,51.0
2566,1,297.0,237.0,60.0
2567,1,243.0,206.0,37.0
2568,1,188.0,159.0,29.0
2569,1,110.0,91.0,19.0
2570,1,52.0,44.0,8.0
2571,1,14.0,14.0,0.0
2572,1,9.0,9.0,0.0
2573,1,1.0,1.0,0.0
2574,1,4.0,4.0,0.0
2575,1,21.0,20.0,1.0
2576,1,121.0,110.0,11.0
2577,1,370.0,348.0,22.0
2578,1,498.0,445.0,53.0
2579,1,207.0,185.0,22.0
2580,1,135.0,108.0,27.0
2581,1,164.0,115.0,49.0
2582,1,211.0,178.0,33.0
2583,1,189.0,146.0,43.0
2584,1,178.0,128.0,50.0
2585,1,164.0,131.0,33.0
2586,1,312.0,265.0,47.0
2587,1,638.0,555.0,83.0
2588,1,607.0,527.0,80.0
2589,1,416.0,362.0,54.0
2590,1,330.0,273.0,57.0
2591,1,257.0,209.0,48.0
2592,1,175.0,144.0,31.0
2593,1,107.0,90.0,17.0
2594,1,47.0,38.0,9.0
2595,1,17.0,13.0,4.0
2596,1,5.0,4.0,1.0
2597,2,4.0,4.0,0.0
2598,2,6.0,6.0,0.0
2599,1,25.0,18.0,7.0
2600,3,112.0,104.0,8.0
2601,3,188.0,172.0,16.0
2602,2,388.0,364.0,24.0
2603,2,261.0,232.0,29.0
2604,2,121.0,103.0,18.0
2605,2,150.0,117.0,33.0
2606,1,206.0,165.0,41.0
2607,2,151.0,114.0,37.0
2608,2,153.0,114.0,39.0
2609,2,159.0,127.0,32.0
2610,3,294.0,258.0,36.0
2611,2,272.0,230.0,42.0
2612,1,325.0,299.0,26.0
2613,1,327.0,269.0,58.0
2614,1,201.0,176.0,25.0
2615,3,188.0,154.0,34.0
2616,3,151.0,127.0,24.0
2617,3,16.0,14.0,2.0
2618,1,24.0,21.0,3.0
2619,1,23.0,19.0,4.0
2620,1,13.0,11.0,2.0
2621,1,6.0,5.0,1.0
2622,1,6.0,5.0,1.0
2623,1,13.0,12.0,1.0
2624,1,97.0,89.0,8.0
2625,1,250.0,225.0,25.0
2626,2,454.0,426.0,28.0
2627,1,224.0,196.0,28.0
2628,1,170.0,126.0,44.0
2629,1,181.0,138.0,43.0
2630,1,243.0,194.0,49.0
2631,1,204.0,156.0,48.0
2632,1,215.0,142.0,73.0
2633,1,243.0,181.0,62.0
2634,1,355.0,286.0,69.0
2635,3,552.0,467.0,85.0
2636,3,450.0,388.0,62.0
2637,3,328.0,275.0,53.0
2638,1,232.0,192.0,40.0
2639,1,208.0,159.0,49.0
2640,1,175.0,127.0,48.0
2641,1,178.0,141.0,37.0
2642,1,104.0,83.0,21.0
2643,1,95.0,80.0,15.0
2644,1,53.0,37.0,16.0
2645,1,20.0,16.0,4.0
2646,1,5.0,4.0,1.0
2647,1,7.0,6.0,1.0
2648,1,27.0,18.0,9.0
2649,1,57.0,45.0,12.0
2650,1,131.0,103.0,28.0
2651,1,218.0,156.0,62.0
2652,1,244.0,176.0,68.0
2653,1,404.0,270.0,134.0
2654,1,420.0,258.0,162.0
2655,1,327.0,192.0,135.0
2656,2,334.0,196.0,138.0
2657,2,367.0,214.0,153.0
2658,2,468.0,275.0,193.0
2659,2,449.0,239.0,210.0
2660,2,381.0,263.0,118.0
2661,2,326.0,227.0,99.0
2662,2,188.0,127.0,61.0
2663,2,183.0,125.0,58.0
2664,2,161.0,105.0,56.0
2665,2,150.0,97.0,53.0
2666,1,89.0,71.0,18.0
2667,2,76.0,59.0,17.0
2668,1,72.0,59.0,13.0
2669,2,30.0,16.0,14.0
2670,2,17.0,10.0,7.0
2671,2,19.0,12.0,7.0
2672,2,33.0,22.0,11.0
2673,2,71.0,36.0,35.0
2674,3,84.0,59.0,25.0
2675,2,169.0,111.0,58.0
2676,2,244.0,158.0,86.0
2677,2,377.0,236.0,141.0
2678,2,396.0,255.0,141.0
2679,2,363.0,214.0,149.0
2680,3,317.0,193.0,124.0
2681,2,362.0,216.0,146.0
2682,2,378.0,257.0,121.0
2683,1,397.0,238.0,159.0
2684,2,296.0,218.0,78.0
2685,1,311.0,217.0,94.0
2686,1,232.0,146.0,86.0
2687,1,167.0,110.0,57.0
2688,1,152.0,114.0,38.0
2689,1,92.0,78.0,14.0
2690,1,68.0,48.0,20.0
2691,1,31.0,16.0,15.0
2692,1,13.0,7.0,6.0
2693,1,11.0,6.0,5.0
2694,1,6.0,5.0,1.0
2695,1,30.0,27.0,3.0
2696,1,108.0,97.0,11.0
2697,1,243.0,218.0,25.0
2698,1,492.0,453.0,39.0
2699,1,260.0,202.0,58.0
2700,1,170.0,109.0,61.0
2701,1,214.0,146.0,68.0
2702,1,263.0,180.0,83.0
2703,1,292.0,209.0,83.0
2704,1,303.0,225.0,78.0
2705,1,381.0,299.0,82.0
2706,1,427.0,342.0,85.0
2707,1,461.0,362.0,99.0
2708,1,422.0,324.0,98.0
2709,1,318.0,238.0,80.0
2710,1,269.0,185.0,84.0
2711,1,218.0,149.0,69.0
2712,1,222.0,173.0,49.0
2713,1,140.0,96.0,44.0
2714,1,115.0,84.0,31.0
2715,1,78.0,58.0,20.0
2716,1,52.0,43.0,9.0
2717,1,26.0,21.0,5.0
2718,1,11.0,8.0,3.0
2719,1,14.0,13.0,1.0
2720,1,32.0,21.0,11.0
2721,1,45.0,35.0,10.0
2722,1,132.0,94.0,38.0
2723,1,179.0,124.0,55.0
2724,1,271.0,168.0,103.0
2725,1,357.0,213.0,144.0
2726,1,374.0,232.0,142.0
2727,1,404.0,226.0,178.0
2728,1,392.0,215.0,177.0
2729,1,331.0,163.0,168.0
2730,1,398.0,192.0,206.0
2731,1,349.0,170.0,179.0
2732,1,383.0,190.0,193.0
2733,1,305.0,149.0,156.0
2734,1,284.0,148.0,136.0
2735,1,232.0,137.0,95.0
2736,1,201.0,123.0,78.0
2737,1,154.0,88.0,66.0
2738,1,144.0,97.0,47.0
2739,2,78.0,55.0,23.0
2740,1,69.0,50.0,19.0
2741,3,33.0,25.0,8.0
2742,3,5.0,2.0,3.0
2743,3,1.0,1.0,0.0
2744,2,3.0,3.0,0.0
2745,2,25.0,22.0,3.0
2746,1,92.0,53.0,39.0
2747,1,181.0,99.0,82.0
2748,1,264.0,133.0,131.0
2749,1,390.0,175.0,215.0
2750,1,404.0,206.0,198.0
2751,1,421.0,173.0,248.0
2752,1,375.0,150.0,225.0
2753,1,376.0,182.0,194.0
2754,1,414.0,219.0,195.0
2755,3,358.0,177.0,181.0
2756,3,181.0,107.0,74.0
2757,2,183.0,83.0,100.0
2758,3,176.0,93.0,83.0
2759,2,167.0,92.0,75.0
2760,2,162.0,93.0,69.0
2761,1,147.0,77.0,70.0
2762,1,140.0,77.0,63.0
2763,1,119.0,76.0,43.0
2764,1,63.0,30.0,33.0
2765,1,26.0,13.0,13.0
2766,2,12.0,4.0,8.0
2767,2,4.0,3.0,1.0
2768,1,16.0,11.0,5.0
2769,1,36.0,19.0,17.0
2770,1,86.0,44.0,42.0
2771,2,238.0,96.0,142.0
2772,2,280.0,114.0,166.0
2773,2,349.0,172.0,177.0
2774,2,447.0,210.0,237.0
2775,2,423.0,181.0,242.0
2776,1,408.0,173.0,235.0
2777,1,408.0,184.0,224.0
2778,1,452.0,216.0,236.0
2779,1,436.0,196.0,240.0
2780,1,418.0,196.0,222.0
2781,2,375.0,205.0,170.0
2782,2,386.0,191.0,195.0
2783,2,457.0,262.0,195.0
2784,2,326.0,211.0,115.0
2785,2,138.0,94.0,44.0
2786,2,55.0,36.0,19.0
2787,1,39.0,24.0,15.0
2788,1,13.0,5.0,8.0
2789,1,8.0,7.0,1.0
2790,1,5.0,4.0,1.0
2791,1,20.0,19.0,1.0
2792,1,94.0,91.0,3.0
2793,1,270.0,248.0,22.0
2794,1,432.0,391.0,41.0
2795,1,227.0,177.0,50.0
2796,1,139.0,84.0,55.0
2797,1,172.0,97.0,75.0
2798,1,201.0,130.0,71.0
2799,1,203.0,136.0,67.0
2800,1,178.0,112.0,66.0
2801,1,162.0,111.0,51.0
2802,1,281.0,202.0,79.0
2803,1,545.0,466.0,79.0
2804,1,496.0,426.0,70.0
2805,1,368.0,297.0,71.0
2806,1,284.0,225.0,59.0
2807,1,245.0,168.0,77.0
2808,1,155.0,124.0,31.0
2809,1,73.0,54.0,19.0
2810,1,37.0,26.0,11.0
2811,1,15.0,11.0,4.0
2812,1,5.0,4.0,1.0
2813,1,6.0,6.0,0.0
2814,2,6.0,6.0,0.0
2815,1,35.0,30.0,5.0
2816,1,121.0,112.0,9.0
2817,2,312.0,288.0,24.0
2818,2,428.0,397.0,31.0
2819,3,189.0,158.0,31.0
2820,3,43.0,30.0,13.0
2821,2,127.0,103.0,24.0
2822,2,152.0,114.0,38.0
2823,2,140.0,107.0,33.0
2824,1,163.0,113.0,50.0
2825,1,185.0,130.0,55.0
2826,1,275.0,218.0,57.0
2827,1,596.0,517.0,79.0
2828,1,563.0,486.0,77.0
2829,1,394.0,323.0,71.0
2830,1,312.0,257.0,55.0
2831,1,241.0,175.0,66.0
2832,1,186.0,156.0,30.0
2833,1,98.0,78.0,20.0
2834,1,35.0,29.0,6.0
2835,1,16.0,14.0,2.0
2836,1,8.0,7.0,1.0
2837,1,4.0,2.0,2.0
2838,1,4.0,4.0,0.0
2839,1,32.0,30.0,2.0
2840,2,118.0,107.0,11.0
2841,2,292.0,279.0,13.0
2842,2,443.0,415.0,28.0
2843,1,179.0,154.0,25.0
2844,1,101.0,72.0,29.0
2845,1,142.0,112.0,30.0
2846,1,171.0,139.0,32.0
2847,1,155.0,107.0,48.0
2848,1,160.0,121.0,39.0
2849,1,166.0,119.0,47.0
2850,1,265.0,218.0,47.0
2851,1,569.0,489.0,80.0
2852,1,562.0,492.0,70.0
2853,1,365.0,286.0,79.0
2854,1,285.0,224.0,61.0
2855,1,209.0,170.0,39.0
2856,1,182.0,150.0,32.0
2857,1,129.0,98.0,31.0
2858,1,47.0,41.0,6.0
2859,1,34.0,25.0,9.0
2860,2,22.0,12.0,10.0
2861,1,6.0,4.0,2.0
2862,1,11.0,4.0,7.0
2863,1,27.0,24.0,3.0
2864,1,102.0,91.0,11.0
2865,2,332.0,302.0,30.0
2866,2,457.0,421.0,36.0
2867,2,241.0,211.0,30.0
2868,2,138.0,108.0,30.0
2869,2,165.0,104.0,61.0
2870,2,213.0,164.0,49.0
2871,2,229.0,175.0,54.0
2872,2,216.0,163.0,53.0
2873,2,141.0,102.0,39.0
2874,3,132.0,105.0,27.0
2875,3,167.0,161.0,6.0
2876,1,316.0,281.0,35.0
2877,1,270.0,225.0,45.0
2878,1,250.0,220.0,30.0
2879,2,204.0,158.0,46.0
2880,2,169.0,136.0,33.0
2881,2,151.0,111.0,40.0
2882,2,121.0,90.0,31.0
2883,2,53.0,48.0,5.0
2884,1,55.0,43.0,12.0
2885,1,30.0,23.0,7.0
2886,1,6.0,4.0,2.0
2887,2,15.0,11.0,4.0
2888,2,38.0,27.0,11.0
2889,1,71.0,50.0,21.0
2890,1,182.0,114.0,68.0
2891,1,247.0,170.0,77.0
2892,1,264.0,177.0,87.0
2893,1,290.0,189.0,101.0
2894,1,366.0,221.0,145.0
2895,1,416.0,249.0,167.0
2896,1,373.0,215.0,158.0
2897,1,402.0,220.0,182.0
2898,1,416.0,245.0,171.0
2899,1,401.0,241.0,160.0
2900,1,378.0,246.0,132.0
2901,1,306.0,178.0,128.0
2902,1,314.0,185.0,129.0
2903,1,238.0,155.0,83.0
2904,1,214.0,154.0,60.0
2905,1,140.0,93.0,47.0
2906,1,154.0,112.0,42.0
2907,1,113.0,94.0,19.0
2908,1,96.0,68.0,28.0
2909,1,25.0,19.0,6.0
2910,1,5.0,5.0,0.0
2911,1,17.0,10.0,7.0
2912,1,25.0,17.0,8.0
2913,1,65.0,38.0,27.0
2914,1,92.0,65.0,27.0
2915,1,169.0,107.0,62.0
2916,1,268.0,173.0,95.0
2917,1,287.0,177.0,110.0
2918,1,377.0,244.0,133.0
2919,1,367.0,228.0,139.0
2920,1,349.0,227.0,122.0
2921,1,361.0,219.0,142.0
2922,1,372.0,244.0,128.0
2923,1,363.0,217.0,146.0
2924,1,363.0,222.0,141.0
2925,1,303.0,183.0,120.0
2926,1,268.0,167.0,101.0
2927,1,227.0,162.0,65.0
2928,1,143.0,87.0,56.0
2929,1,72.0,53.0,19.0
2930,1,35.0,25.0,10.0
2931,1,10.0,5.0,5.0
2932,1,12.0,4.0,8.0
2933,1,10.0,8.0,2.0
2934,1,4.0,4.0,0.0
2935,1,26.0,21.0,5.0
2936,1,121.0,102.0,19.0
2937,1,317.0,289.0,28.0
2938,1,420.0,385.0,35.0
2939,1,208.0,167.0,41.0
2940,1,117.0,73.0,44.0
2941,1,128.0,89.0,39.0
2942,1,148.0,108.0,40.0
2943,1,141.0,119.0,22.0
2944,1,134.0,94.0,40.0
2945,1,146.0,108.0,38.0
2946,1,239.0,182.0,57.0
2947,1,514.0,455.0,59.0
2948,1,472.0,415.0,57.0
2949,1,373.0,293.0,80.0
2950,1,236.0,194.0,42.0
2951,1,130.0,109.0,21.0
2952,1,90.0,70.0,20.0
2953,1,55.0,44.0,11.0
2954,1,22.0,19.0,3.0
2955,1,14.0,8.0,6.0
2956,1,9.0,7.0,2.0
2957,2,8.0,6.0,2.0
2958,1,6.0,6.0,0.0
2959,1,25.0,21.0,4.0
2960,1,115.0,102.0,13.0
2961,1,330.0,301.0,29.0
2962,1,417.0,382.0,35.0
2963,1,176.0,149.0,27.0
2964,1,123.0,85.0,38.0
2965,1,125.0,86.0,39.0
2966,1,163.0,125.0,38.0
2967,1,136.0,104.0,32.0
2968,1,124.0,91.0,33.0
2969,1,148.0,111.0,37.0
2970,1,202.0,177.0,25.0
2971,1,428.0,380.0,48.0
2972,1,511.0,472.0,39.0
2973,1,337.0,295.0,42.0
2974,1,308.0,251.0,57.0
2975,1,258.0,209.0,49.0
2976,1,194.0,150.0,44.0
2977,1,79.0,59.0,20.0
2978,1,46.0,37.0,9.0
2979,1,12.0,11.0,1.0
2980,1,5.0,3.0,2.0
2981,1,4.0,4.0,0.0
2982,1,5.0,5.0,0.0
2983,1,26.0,22.0,4.0
2984,1,121.0,103.0,18.0
2985,1,313.0,281.0,32.0
2986,1,449.0,418.0,31.0
2987,1,186.0,163.0,23.0
2988,1,113.0,80.0,33.0
2989,1,165.0,110.0,55.0
2990,1,174.0,134.0,40.0
2991,3,158.0,119.0,39.0
2992,3,116.0,89.0,27.0
2993,3,46.0,33.0,13.0
2994,2,141.0,118.0,23.0
2995,1,488.0,418.0,70.0
2996,1,463.0,412.0,51.0
2997,1,419.0,340.0,79.0
2998,1,342.0,281.0,61.0
2999,1,250.0,194.0,56.0
3000,1,184.0,136.0,48.0
3001,1,116.0,83.0,33.0
3002,1,46.0,32.0,14.0
3003,1,25.0,21.0,4.0
3004,1,10.0,7.0,3.0
3005,1,6.0,5.0,1.0
3006,1,6.0,6.0,0.0
3007,1,28.0,22.0,6.0
3008,1,130.0,116.0,14.0
3009,1,334.0,311.0,23.0
3010,1,486.0,433.0,53.0
3011,1,224.0,195.0,29.0
3012,1,127.0,95.0,32.0
3013,1,148.0,110.0,38.0
3014,1,223.0,172.0,51.0
3015,1,177.0,138.0,39.0
3016,1,178.0,129.0,49.0
3017,1,180.0,138.0,42.0
3018,1,274.0,231.0,43.0
3019,1,595.0,517.0,78.0
3020,1,578.0,484.0,94.0
3021,1,400.0,333.0,67.0
3022,1,348.0,267.0,81.0
3023,1,261.0,203.0,58.0
3024,1,176.0,134.0,42.0
3025,1,124.0,97.0,27.0
3026,1,80.0,57.0,23.0
3027,1,20.0,13.0,7.0
3028,1,38.0,22.0,16.0
3029,1,7.0,6.0,1.0
3030,1,10.0,8.0,2.0
3031,1,23.0,16.0,7.0
3032,2,120.0,108.0,12.0
3033,1,274.0,257.0,17.0
3034,1,564.0,514.0,50.0
3035,1,207.0,176.0,31.0
3036,2,166.0,107.0,59.0
3037,1,210.0,137.0,73.0
3038,1,238.0,177.0,61.0
3039,1,247.0,162.0,85.0
3040,1,265.0,160.0,105.0
3041,1,237.0,163.0,74.0
3042,1,361.0,265.0,96.0
3043,1,587.0,483.0,104.0
3044,1,496.0,394.0,102.0
3045,1,394.0,280.0,114.0
3046,1,343.0,251.0,92.0
3047,1,261.0,186.0,75.0
3048,1,223.0,152.0,71.0
3049,1,167.0,126.0,41.0
3050,1,110.0,68.0,42.0
3051,1,75.0,51.0,24.0
3052,1,58.0,48.0,10.0
3053,1,26.0,20.0,6.0
3054,1,16.0,7.0,9.0
3055,1,10.0,6.0,4.0
3056,1,37.0,21.0,16.0
3057,1,52.0,38.0,14.0
3058,1,127.0,90.0,37.0
3059,1,222.0,150.0,72.0
3060,1,322.0,208.0,114.0
3061,1,396.0,225.0,171.0
3062,1,463.0,276.0,187.0
3063,1,497.0,276.0,221.0
3064,1,433.0,232.0,201.0
3065,1,428.0,223.0,205.0
3066,1,425.0,242.0,183.0
3067,1,475.0,241.0,234.0
3068,1,428.0,243.0,185.0
3069,1,406.0,242.0,164.0
3070,1,296.0,188.0,108.0
3071,1,252.0,167.0,85.0
3072,1,201.0,136.0,65.0
3073,1,168.0,107.0,61.0
3074,1,125.0,91.0,34.0
