count,registered,casual,hour1,temp,humidity,year1,season,windspeed
337,316,21,8,17.22,58,2011,2,11.0014
170,152,18,9,18.86,51,2011,2,8.9981
89,68,21,10,20.5,51,2011,2,12.998
115,87,28,11,21.32,45,2011,2,11.0014
145,110,35,12,22.14,42,2011,2,8.9981
159,121,38,13,22.96,37,2011,2,15.0013
137,101,36,14,22.96,35,2011,2,6.0032
142,85,57,15,24.6,31,2011,2,6.0032
202,153,49,16,24.6,26,2011,2,7.0015
388,338,50,17,24.6,28,2011,2,20.84365832
337,290,47,18,22.96,30,2011,2,21.10703642
259,222,37,19,22.14,32,2011,2,20.86955891
169,147,22,20,20.5,51,2011,2,12.998
145,126,19,21,18.86,63,2011,2,8.9981
104,82,22,22,19.68,55,2011,2,7.0015
47,40,7,23,18.86,59,2011,2,7.0015
27,21,6,0,18.04,67,2011,2,13.82490578
15,9,6,1,18.04,62,2011,2,14.69590579
18,10,8,2,16.4,76,2011,2,13.72560104
3,3,0,3,16.4,76,2011,2,13.72560104
3,3,0,4,15.58,82,2011,2,6.0032
13,11,2,5,14.76,81,2011,2,7.0015
47,42,5,6,14.76,81,2011,2,6.0032
149,139,10,7,16.4,71,2011,2,11.0014
300,279,21,8,18.04,62,2011,2,19.9995
178,162,16,9,20.5,55,2011,2,12.998
122,91,31,10,20.5,55,2011,2,12.998
136,95,41,11,21.32,55,2011,2,12.998
200,155,45,12,21.32,55,2011,2,19.0012
180,133,47,13,22.14,52,2011,2,16.9979
163,106,57,14,22.14,52,2011,2,16.9979
162,112,50,15,22.14,52,2011,2,30.0026
243,173,70,16,21.32,55,2011,2,32.9975
331,267,64,17,20.5,63,2011,2,26.0027
263,216,47,18,18.86,67,2011,2,26.0027
209,168,41,19,17.22,77,2011,2,26.0027
118,92,26,20,16.4,76,2011,2,22.0028
102,77,25,21,16.4,76,2011,2,19.9995
80,64,16,22,15.58,82,2011,2,26.0027
64,56,8,23,14.76,81,2011,2,12.998
43,36,7,0,14.76,81,2011,2,15.0013
33,28,5,1,14.76,87,2011,2,19.0012
24,19,5,2,14.76,87,2011,2,8.9981
14,9,5,3,14.76,87,2011,2,11.0014
5,4,1,4,14.76,87,2011,2,15.0013
4,3,1,5,15.58,87,2011,2,19.0012
10,9,1,6,16.4,82,2011,2,22.0028
21,18,3,7,16.4,82,2011,2,27.9993
45,38,7,8,16.4,87,2011,2,23.9994
29,27,2,9,16.4,100,2011,2,19.9995
22,21,1,10,17.22,94,2011,2,26.0027
31,27,4,11,17.22,94,2011,2,30.0026
32,26,6,12,18.86,88,2011,2,39.0007
58,49,9,13,18.86,94,2011,2,35.0008
63,49,14,14,21.32,83,2011,2,39.0007
78,62,16,15,21.32,83,2011,2,39.0007
33,27,6,16,20.5,88,2011,2,31.0009
15,14,1,17,20.5,88,2011,2,39.0007
38,32,6,18,20.5,94,2011,2,26.0027
71,62,9,19,21.32,94,2011,2,27.9993
53,49,4,20,18.04,94,2011,2,15.0013
14,13,1,21,18.04,94,2011,2,16.86883635
24,22,2,22,17.22,100,2011,2,17.48304791
35,30,5,23,18.04,77,2011,2,19.0012
33,29,4,0,18.04,77,2011,2,19.0012
31,25,6,1,17.22,67,2011,2,15.0013
29,25,4,2,16.4,62,2011,2,12.998
25,13,12,3,16.4,66,2011,2,8.9981
7,5,2,4,14.76,76,2011,2,7.0015
3,1,2,5,14.76,71,2011,2,11.0014
8,5,3,6,14.76,66,2011,2,30.0026
16,14,2,7,14.76,50,2011,2,23.9994
43,36,7,8,15.58,46,2011,2,26.0027
102,71,31,9,16.4,43,2011,2,19.0012
211,120,91,10,17.22,44,2011,2,30.0026
304,185,119,11,18.86,41,2011,2,27.9993
354,187,167,12,18.86,38,2011,2,26.0027
343,162,181,13,20.5,34,2011,2,26.0027
361,191,170,14,21.32,34,2011,2,26.0027
388,209,179,15,22.14,32,2011,2,35.0008
343,182,161,16,22.14,30,2011,2,23.9994
306,163,143,17,22.96,30,2011,2,30.0026
277,175,102,18,22.96,30,2011,2,26.0027
210,135,75,19,22.96,30,2011,2,19.9995
141,97,44,20,21.32,36,2011,2,12.998
83,70,13,21,20.5,42,2011,2,12.998
70,49,21,22,20.5,39,2011,2,7.0015
56,37,19,23,18.04,67,2011,2,11.0014
39,24,15,0,18.86,47,2011,2,6.0032
19,8,11,1,18.86,47,2011,2,8.9981
16,2,14,2,17.22,67,2011,2,7.0015
7,1,6,3,17.22,62,2011,2,7.0015
6,4,2,4,16.4,87,2011,2,11.0014
16,16,0,5,16.4,76,2011,2,6.0032
54,51,3,6,16.4,82,2011,2,13.63126351
168,156,12,7,18.86,63,2011,2,14.69114796
297,277,20,8,18.86,63,2011,2,14.69114796
169,132,37,9,20.5,55,2011,2,7.0015
109,68,41,10,21.32,55,2011,2,7.0015
123,87,36,11,22.14,52,2011,2,6.0032
184,124,60,12,22.96,49,2011,2,6.0032
169,128,41,13,22.96,49,2011,2,11.0014
144,95,49,14,23.78,49,2011,2,12.998
176,112,64,15,24.6,43,2011,2,12.998
205,165,40,16,24.6,46,2011,2,19.0012
428,362,66,17,23.78,49,2011,2,19.0012
362,321,41,18,26.24,31,2011,2,23.9994
286,244,42,19,22.96,46,2011,2,16.9979
165,136,29,20,24.6,33,2011,2,19.9995
151,131,20,21,22.96,37,2011,2,19.0012
90,81,9,22,21.32,55,2011,2,19.0012
46,35,11,23,20.5,59,2011,2,16.9979
25,23,2,0,20.5,55,2011,2,15.0013
7,2,5,1,18.86,63,2011,2,15.0013
13,5,8,2,18.86,67,2011,2,19.0012
3,3,0,3,19.68,63,2011,2,15.0013
5,4,1,4,18.86,67,2011,2,6.0032
18,17,1,5,18.86,72,2011,2,12.998
65,63,2,6,19.68,67,2011,2,15.54970974
188,166,22,7,21.32,55,2011,2,15.24104329
351,331,20,8,20.5,68,2011,2,8.9981
162,139,23,9,21.32,63,2011,2,6.0032
75,60,15,10,20.5,72,2011,2,15.0013
72,53,19,11,22.14,68,2011,2,11.0014
103,84,19,12,22.14,64,2011,2,6.0032
129,103,26,13,22.14,68,2011,2,15.0013
107,88,19,14,22.14,64,2011,2,12.998
127,83,44,15,22.14,65,2011,2,11.0014
192,162,30,16,22.96,52,2011,2,19.9995
411,372,39,17,22.96,60,2011,2,7.0015
421,377,44,18,22.14,64,2011,2,8.9981
276,248,28,19,20.5,72,2011,2,12.998
168,148,20,20,20.5,72,2011,2,15.0013
122,114,8,21,20.5,72,2011,2,8.9981
112,109,3,22,19.68,77,2011,2,6.0032
52,41,11,23,18.86,88,2011,2,6.0032
96,77,19,0,17.22,67,2011,2,6.0032
59,50,9,1,17.22,69,2011,2,7.0015
50,43,7,2,17.22,77,2011,2,7.0015
23,15,8,3,16.4,82,2011,2,7.0015
17,11,6,4,16.4,76,2011,2,7.0015
10,10,0,5,16.4,82,2011,2,6.0032
13,9,4,6,16.4,82,2011,2,6.0032
33,26,7,7,17.22,77,2011,2,6.0032
59,43,16,8,18.04,77,2011,2,8.9981
141,96,45,9,18.86,72,2011,2,8.9981
264,155,109,10,19.68,63,2011,2,12.998
250,141,109,11,18.86,82,2011,2,7.0015
281,172,109,12,19.68,77,2011,2,7.0015
332,209,123,13,20.5,63,2011,2,11.0014
238,153,85,14,20.5,68,2011,2,7.0015
266,153,113,15,20.5,72,2011,2,12.76767971
214,139,75,16,20.5,72,2011,2,12.998
196,136,60,17,19.68,82,2011,2,16.9979
159,126,33,18,18.86,82,2011,2,6.0032
178,131,47,19,18.86,84,2011,2,7.0015
121,86,35,20,18.86,82,2011,2,12.23693014
105,82,23,21,18.86,82,2011,2,12.23693014
100,68,32,22,18.86,82,2011,2,12.23693014
146,82,64,23,18.86,77,2011,2,12.998
177,109,68,0,18.86,72,2011,2,8.9981
114,73,41,1,18.86,72,2011,2,8.9981
35,19,16,2,18.04,77,2011,2,15.0013
16,7,9,3,18.04,77,2011,2,8.9981
17,8,9,4,18.04,77,2011,2,11.0014
20,16,4,5,18.04,77,2011,2,8.9981
62,59,3,6,18.04,88,2011,2,7.0015
209,193,16,7,18.86,82,2011,2,22.0028
371,350,21,8,19.68,77,2011,2,15.0013
172,131,41,9,20.5,77,2011,2,19.0012
108,77,31,10,22.14,77,2011,2,15.0013
130,96,34,11,23.78,73,2011,2,19.9995
187,147,40,12,25.42,69,2011,2,15.0013
170,119,51,13,25.42,69,2011,2,12.998
181,133,48,14,26.24,69,2011,2,15.0013
155,110,45,15,27.06,61,2011,2,12.998
269,220,49,16,27.06,61,2011,2,15.0013
537,472,65,17,27.06,65,2011,2,12.998
518,450,68,18,26.24,65,2011,2,12.998
314,268,46,19,25.42,69,2011,2,8.9981
218,174,44,20,25.42,69,2011,2,8.9981
232,178,54,21,24.6,73,2011,2,7.0015
125,97,28,22,24.6,73,2011,2,13.595043
64,48,16,23,22.96,83,2011,2,12.998
16,16,0,0,22.96,83,2011,2,15.0013
14,14,0,1,22.96,78,2011,2,16.9979
5,5,0,2,22.96,78,2011,2,16.9979
2,2,0,3,22.14,83,2011,2,19.0012
4,1,3,4,21.32,88,2011,2,15.0013
14,14,0,5,21.32,88,2011,2,8.9981
109,102,7,6,21.32,94,2011,2,11.0014
265,248,17,7,22.14,88,2011,2,15.0013
459,435,24,8,22.96,83,2011,2,19.0012
186,157,29,9,24.6,78,2011,2,23.9994
127,91,36,10,26.24,69,2011,2,23.9994
140,120,20,11,27.06,65,2011,2,22.0028
217,169,48,12,27.88,61,2011,2,32.9975
194,144,50,13,28.7,58,2011,2,40.9973
158,122,36,14,28.7,58,2011,2,35.0008
154,117,37,15,28.7,58,2011,2,30.0026
271,225,46,16,29.52,54,2011,2,31.0009
517,464,53,17,28.7,54,2011,2,31.0009
544,485,59,18,28.7,48,2011,2,27.9993
365,323,42,19,27.88,57,2011,2,23.9994
290,262,28,20,27.06,61,2011,2,12.998
225,183,42,21,26.24,61,2011,2,30.0026
113,99,14,22,23.78,60,2011,2,26.0027
62,50,12,23,22.96,68,2011,2,22.0028
27,22,5,0,21.32,77,2011,2,11.0014
7,6,1,1,20.5,82,2011,2,19.0012
4,4,0,2,20.5,82,2011,2,19.0012
1,1,0,3,17.22,88,2011,2,35.0008
3,2,1,4,15.58,94,2011,2,22.0028
9,8,1,5,14.76,87,2011,2,22.0028
21,21,0,6,13.94,93,2011,2,26.0027
52,46,6,7,13.94,93,2011,2,23.9994
79,74,5,8,13.94,93,2011,2,26.0027
40,35,5,9,13.94,93,2011,2,23.9994
31,26,5,10,13.94,93,2011,2,19.0012
72,69,3,11,16.4,82,2011,2,22.0028
124,105,19,12,18.04,62,2011,2,23.9994
143,128,15,13,18.86,59,2011,2,30.0026
107,94,13,14,20.5,51,2011,2,26.0027
129,107,22,15,19.68,51,2011,2,27.9993
195,173,22,16,20.5,45,2011,2,31.0009
410,388,22,17,16.4,71,2011,2,16.9979
396,367,29,18,17.22,67,2011,2,16.9979
296,266,30,19,17.22,58,2011,2,23.9994
191,174,17,20,16.4,62,2011,2,22.0028
150,133,17,21,16.4,62,2011,2,11.0014
89,80,9,22,15.58,62,2011,2,15.0013
57,49,8,23,14.76,62,2011,2,15.0013
27,23,4,0,14.76,66,2011,2,12.998
10,6,4,1,13.94,71,2011,2,12.998
5,4,1,2,13.94,66,2011,2,15.0013
4,4,0,3,13.94,66,2011,2,16.9979
7,3,4,4,13.94,66,2011,2,16.9979
30,29,1,5,13.94,66,2011,2,16.9979
89,86,3,6,13.94,66,2011,2,16.9979
271,255,16,7,15.58,58,2011,2,16.9979
440,415,25,8,17.22,50,2011,2,16.9979
184,164,20,9,18.86,44,2011,2,19.0012
128,98,30,10,20.5,39,2011,2,19.0012
148,105,43,11,21.32,36,2011,2,30.0026
196,169,27,12,21.32,34,2011,2,23.9994
192,142,50,13,22.14,30,2011,2,39.0007
154,135,19,14,22.14,28,2011,2,30.0026
147,120,27,15,22.96,26,2011,2,32.9975
269,233,36,16,23.78,24,2011,2,27.9993
533,467,66,17,22.96,26,2011,2,26.0027
520,456,64,18,22.96,26,2011,2,19.0012
361,305,56,19,22.14,28,2011,2,15.0013
258,225,33,20,20.5,34,2011,2,11.0014
180,141,39,21,20.5,36,2011,2,12.998
165,135,30,22,19.68,39,2011,2,12.998
115,99,16,23,18.86,41,2011,2,12.998
56,43,13,0,18.04,44,2011,2,11.0014
32,24,8,1,16.4,62,2011,2,11.0014
16,15,1,2,15.58,62,2011,2,7.0015
9,6,3,3,14.76,71,2011,2,7.0015
1,1,0,4,14.76,71,2011,2,7.0015
16,16,0,5,13.94,81,2011,2,7.0015
82,74,8,6,14.76,81,2011,2,6.0032
222,202,20,7,16.4,82,2011,2,9.984941458
450,415,35,8,17.22,77,2011,2,16.9979
188,161,27,9,18.86,67,2011,2,19.0012
127,97,30,10,22.14,49,2011,2,22.0028
165,123,42,11,22.14,49,2011,2,22.0028
246,198,48,12,22.96,49,2011,2,23.9994
253,182,71,13,23.78,40,2011,2,22.0028
213,127,86,14,24.6,40,2011,2,30.0026
260,171,89,15,24.6,38,2011,2,26.0027
344,262,82,16,24.6,40,2011,2,16.9979
553,470,83,17,23.78,40,2011,2,23.9994
470,385,85,18,22.14,52,2011,2,23.9994
292,253,39,19,22.14,52,2011,2,23.9994
190,161,29,20,21.32,48,2011,2,7.0015
152,130,22,21,19.68,67,2011,2,8.9981
151,105,46,22,18.86,72,2011,2,15.0013
120,93,27,23,18.04,82,2011,2,8.9981
86,76,10,0,17.22,82,2011,2,8.9981
58,50,8,1,17.22,82,2011,2,7.0015
52,47,5,2,17.22,82,2011,2,6.0032
18,9,9,3,17.22,77,2011,2,6.0032
5,4,1,4,16.4,82,2011,2,7.0015
7,3,4,5,18.86,59,2011,2,8.9981
13,12,1,6,17.22,77,2011,2,6.0032
40,32,8,7,19.68,59,2011,2,14.5044252
115,96,19,8,21.32,52,2011,2,12.998
218,164,54,9,22.14,49,2011,2,19.0012
298,208,90,10,22.96,49,2011,2,19.9995
347,215,132,11,22.96,43,2011,2,15.4990903
373,244,129,12,24.6,40,2011,2,12.998
436,240,196,13,24.6,35,2011,2,19.0012
378,235,143,14,24.6,35,2011,2,11.0014
378,230,148,15,24.6,38,2011,2,16.9979
342,223,119,16,24.6,38,2011,2,12.998
354,216,138,17,23.78,40,2011,2,15.0013
289,175,114,18,23.78,37,2011,2,11.0014
267,179,88,19,22.96,43,2011,2,12.998
219,137,82,20,22.96,43,2011,2,8.9981
182,124,58,21,22.14,49,2011,2,15.0013
120,94,26,22,22.14,49,2011,2,12.998
119,89,30,23,20.5,59,2011,2,7.0015
100,78,22,0,20.5,59,2011,2,7.0015
64,56,8,1,21.32,55,2011,2,15.01013485
59,42,17,2,19.68,63,2011,2,14.2232503
31,21,10,3,18.86,72,2011,2,6.0032
10,8,2,4,17.22,82,2011,2,10.10872318
5,5,0,5,18.04,77,2011,2,12.31841562
6,4,2,6,18.04,82,2011,2,12.2175997
23,15,8,7,18.86,82,2011,2,12.23693014
86,58,28,8,21.32,63,2011,2,8.9981
160,112,48,9,22.96,52,2011,2,15.0013
244,153,91,10,23.78,49,2011,2,8.9981
340,198,142,11,23.78,49,2011,2,6.0032
382,243,139,12,24.6,46,2011,2,6.0032
390,224,166,13,24.6,49,2011,2,8.9981
366,240,126,14,24.6,49,2011,2,15.39617579
358,230,128,15,24.6,49,2011,2,15.39617579
385,263,122,16,24.6,46,2011,2,7.0015
351,245,106,17,23.78,49,2011,2,19.0012
268,205,63,18,23.78,49,2011,2,15.50940524
239,178,61,19,22.96,64,2011,2,12.92676628
174,132,42,20,21.32,77,2011,2,8.9981
127,95,32,21,21.32,77,2011,2,6.0032
115,86,29,22,20.5,88,2011,2,6.0032
50,41,9,23,18.86,88,2011,2,6.0032
53,22,31,0,18.86,82,2011,2,6.0032
33,8,25,1,18.04,88,2011,2,9.979635594
8,2,6,2,18.04,94,2011,2,8.76667453
7,7,0,3,18.86,82,2011,2,6.0032
4,4,0,4,17.22,82,2011,2,11.0014
23,23,0,5,17.22,77,2011,2,11.0014
89,87,2,6,18.04,72,2011,2,16.9979
237,221,16,7,19.68,63,2011,2,16.9979
374,351,23,8,21.32,55,2011,2,15.0013
178,142,36,9,22.14,56,2011,2,11.0014
119,95,24,10,22.96,52,2011,2,12.998
125,99,26,11,24.6,46,2011,2,15.0013
195,160,35,12,24.6,43,2011,2,12.998
174,138,36,13,25.42,38,2011,2,19.0012
162,118,44,14,25.42,41,2011,2,15.0013
199,148,51,15,25.42,41,2011,2,15.0013
304,255,49,16,26.24,38,2011,2,15.0013
598,539,59,17,25.42,38,2011,2,16.9979
524,458,66,18,25.42,38,2011,2,19.9995
384,339,45,19,23.78,43,2011,2,12.998
239,214,25,20,22.14,49,2011,2,12.998
156,128,28,21,21.32,59,2011,2,8.9981
116,95,21,22,21.32,68,2011,2,6.0032
61,45,16,23,20.5,68,2011,2,6.0032
18,12,6,0,19.68,63,2011,2,14.2232503
15,12,3,1,18.86,59,2011,2,6.0032
5,4,1,2,18.04,58,2011,2,8.9981
4,3,1,3,18.04,54,2011,2,12.998
2,2,0,4,17.22,62,2011,2,16.9979
29,28,1,5,16.4,66,2011,2,15.0013
112,103,9,6,17.22,67,2011,2,8.9981
314,301,13,7,18.04,62,2011,2,8.9981
425,397,28,8,20.5,51,2011,2,7.0015
205,176,29,9,21.32,48,2011,2,7.0015
127,100,27,10,22.96,37,2011,2,6.0032
125,108,17,11,22.96,43,2011,2,8.9981
217,170,47,12,24.6,38,2011,2,16.0182977
202,152,50,13,25.42,38,2011,2,16.9979
176,134,42,14,25.42,33,2011,2,16.0155486
180,152,28,15,26.24,33,2011,2,6.0032
327,271,56,16,27.06,31,2011,2,7.0015
611,532,79,17,26.24,33,2011,2,15.80614719
550,480,70,18,26.24,29,2011,2,8.9981
434,365,69,19,24.6,43,2011,2,15.0013
291,241,50,20,22.14,60,2011,2,8.9981
203,173,30,21,22.14,52,2011,2,15.84944447
150,121,29,22,21.32,55,2011,2,7.0015
81,72,9,23,21.32,59,2011,2,8.9981
38,30,8,0,21.32,55,2011,2,8.9981
20,16,4,1,20.5,59,2011,2,7.0015
10,4,6,2,21.32,59,2011,2,14.40026374
3,3,0,3,20.5,63,2011,2,15.0013
2,2,0,4,19.68,88,2011,2,8.9981
20,20,0,5,18.86,88,2011,2,8.9981
99,93,6,6,18.86,82,2011,2,8.9981
318,293,25,7,19.68,72,2011,2,12.998
442,421,21,8,19.68,77,2011,2,16.9979
203,182,21,9,21.32,72,2011,2,8.9981
154,124,30,10,22.14,68,2011,2,6.0032
141,123,18,11,22.96,64,2011,2,6.0032
226,185,41,12,24.6,56,2011,2,14.73085172
193,157,36,13,25.42,50,2011,2,15.16771555
177,141,36,14,25.42,53,2011,2,6.0032
179,131,48,15,26.24,41,2011,2,15.69436079
289,240,49,16,27.06,39,2011,2,15.97979309
259,242,17,17,26.24,47,2011,2,7.0015
274,234,40,18,25.42,50,2011,2,19.9995
401,341,60,19,22.96,52,2011,2,8.9981
273,245,28,20,22.14,64,2011,2,8.9981
234,202,32,21,22.14,60,2011,2,14.16220774
146,134,12,22,20.5,72,2011,2,16.9979
81,69,12,23,18.86,88,2011,2,16.9979
44,39,5,0,18.86,88,2011,2,15.0013
17,16,1,1,18.86,88,2011,2,15.0013
15,14,1,2,18.04,94,2011,2,12.998
5,5,0,3,18.04,88,2011,2,8.9981
6,5,1,4,17.22,94,2011,2,8.728996104
29,27,2,5,17.22,94,2011,2,8.9981
112,103,9,6,18.04,88,2011,2,9.979635594
297,283,14,7,18.86,88,2011,2,8.9981
421,394,27,8,19.68,82,2011,2,12.998
212,191,21,9,20.5,77,2011,2,19.0012
147,119,28,10,22.14,68,2011,2,15.0013
179,136,43,11,23.78,60,2011,2,15.0013
207,164,43,12,23.78,60,2011,2,15.0013
218,170,48,13,25.42,57,2011,2,19.9995
191,148,43,14,25.42,61,2011,2,15.0013
217,163,54,15,26.24,53,2011,2,16.9979
288,238,50,16,26.24,57,2011,2,16.9979
594,540,54,17,26.24,57,2011,2,12.998
527,463,64,18,25.42,69,2011,2,15.0013
364,305,59,19,24.6,64,2011,2,12.998
276,220,56,20,24.6,64,2011,2,12.998
223,192,31,21,22.96,83,2011,2,8.9981
172,147,25,22,22.14,83,2011,2,12.998
103,87,16,23,22.14,77,2011,2,12.998
52,46,6,0,21.32,83,2011,2,11.0014
20,15,5,1,21.32,83,2011,2,11.0014
11,8,3,2,20.5,88,2011,2,8.9981
4,2,2,3,20.5,88,2011,2,8.9981
5,3,2,4,20.5,88,2011,2,11.0014
25,24,1,5,20.5,88,2011,2,12.998
82,76,6,6,20.5,88,2011,2,8.9981
157,141,16,7,20.5,88,2011,2,11.0014
387,361,26,8,20.5,88,2011,2,12.998
233,215,18,9,20.5,88,2011,2,12.998
130,99,31,10,21.32,83,2011,2,8.9981
146,90,56,11,21.32,83,2011,2,11.0014
223,170,53,12,21.32,88,2011,2,12.998
226,157,69,13,21.32,88,2011,2,26.0027
190,120,70,14,21.32,87,2011,2,19.0012
198,142,56,15,21.32,88,2011,2,11.0014
300,256,44,16,21.32,88,2011,2,8.9981
491,429,62,17,21.32,88,2011,2,11.0014
398,359,39,18,21.32,88,2011,2,11.0014
270,245,25,19,21.32,83,2011,2,12.998
152,130,22,20,21.32,83,2011,2,8.9981
154,130,24,21,21.32,84,2011,2,11.0014
132,107,25,22,21.32,83,2011,2,15.0013
119,88,31,23,20.5,88,2011,2,11.0014
102,78,24,0,20.5,88,2011,2,8.9981
82,64,18,1,20.5,88,2011,2,8.9981
52,37,15,2,20.5,88,2011,2,8.9981
35,30,5,3,20.5,88,2011,2,8.9981
5,4,1,4,20.5,82,2011,2,11.0014
14,7,7,5,20.5,82,2011,2,7.0015
11,9,2,6,20.5,88,2011,2,7.0015
32,28,4,7,19.68,100,2011,2,12.58488641
88,72,16,8,20.5,94,2011,2,16.65050966
100,86,14,9,21.32,94,2011,2,6.0032
167,133,34,10,21.32,94,2011,2,11.0014
279,207,72,11,21.32,94,2011,2,8.9981
279,204,75,12,21.32,100,2011,2,6.0032
248,180,68,13,21.32,100,2011,2,6.0032
216,159,57,14,22.14,94,2011,2,8.9981
294,221,73,15,22.14,94,2011,2,11.0014
295,188,107,16,22.14,94,2011,2,12.998
272,194,78,17,22.96,88,2011,2,12.998
304,216,88,18,22.96,88,2011,2,15.0013
248,179,69,19,22.14,94,2011,2,8.9981
157,115,42,20,22.14,94,2011,2,8.9981
59,44,15,21,22.14,94,2011,2,15.0013
26,19,7,22,22.14,94,2011,2,11.0014
44,33,11,23,21.32,100,2011,2,12.998
39,34,5,0,21.32,100,2011,2,11.06633096
47,43,4,1,21.32,100,2011,2,7.0015
50,37,13,2,21.32,100,2011,2,8.9981
32,21,11,3,21.32,100,2011,2,11.06633096
13,8,5,4,21.32,100,2011,2,11.06633096
14,11,3,5,21.32,100,2011,2,7.0015
17,14,3,6,21.32,100,2011,2,8.9981
42,38,4,7,21.32,100,2011,2,8.9981
70,46,24,8,22.14,94,2011,2,8.9981
134,98,36,9,23.78,83,2011,2,16.9979
226,153,73,10,23.78,83,2011,2,15.0013
322,202,120,11,24.6,78,2011,2,15.0013
367,247,120,12,25.42,73,2011,2,19.9995
456,261,195,13,25.42,73,2011,2,19.0012
437,254,183,14,26.24,73,2011,2,12.998
459,253,206,15,27.06,69,2011,2,16.9979
440,282,158,16,26.24,69,2011,2,16.9979
392,255,137,17,22.96,78,2011,2,23.9994
237,177,60,18,22.96,78,2011,2,16.9979
231,153,78,19,22.96,83,2011,2,7.0015
191,138,53,20,22.14,88,2011,2,10.58906308
151,107,44,21,22.14,88,2011,2,10.58906308
117,88,29,22,22.96,83,2011,2,11.33749486
69,51,18,23,22.14,88,2011,2,15.0013
38,21,17,0,21.32,94,2011,2,7.0015
14,8,6,1,21.32,94,2011,2,8.9981
13,9,4,2,20.5,100,2011,2,6.0032
4,3,1,3,20.5,94,2011,2,11.0014
6,5,1,4,20.5,100,2011,2,8.9981
21,20,1,5,20.5,93,2011,2,12.998
104,93,11,6,21.32,88,2011,2,11.0014
272,245,27,7,21.32,83,2011,2,19.0012
394,366,28,8,22.96,73,2011,2,19.9995
194,156,38,9,24.6,69,2011,2,12.998
112,75,37,10,25.42,65,2011,2,6.0032
185,129,56,11,26.24,57,2011,2,14.95181071
209,137,72,12,27.06,54,2011,2,6.0032
214,153,61,13,27.88,51,2011,2,14.39394606
193,117,76,14,27.88,51,2011,2,14.39394606
165,110,55,15,29.52,51,2011,2,14.44650389
226,181,45,16,24.6,78,2011,2,16.9979
274,227,47,17,23.78,88,2011,2,15.0013
453,398,55,18,23.78,83,2011,2,12.998
308,272,36,19,23.78,83,2011,2,16.9979
198,167,31,20,23.78,83,2011,2,11.31781251
177,149,28,21,23.78,83,2011,2,11.31781251
127,105,22,22,22.96,88,2011,2,6.0032
57,39,18,23,22.96,88,2011,2,6.0032
31,18,13,0,22.96,88,2011,2,12.73039414
13,6,7,1,22.96,88,2011,2,15.56173915
8,4,4,2,22.96,88,2011,2,15.56173915
4,3,1,3,22.14,94,2011,2,16.9979
4,2,2,4,22.14,94,2011,2,16.9979
22,22,0,5,21.32,94,2011,2,16.9979
49,49,0,6,21.32,94,2011,2,16.9979
151,138,13,7,21.32,94,2011,2,16.9979
347,325,22,8,21.32,94,2011,2,19.9995
207,190,17,9,22.14,88,2011,2,16.9979
104,73,31,10,22.14,88,2011,2,16.9979
130,104,26,11,22.96,83,2011,2,27.9993
153,115,38,12,22.96,83,2011,2,27.9993
172,141,31,13,22.96,88,2011,2,22.0028
184,123,61,14,25.42,73,2011,2,31.0009
210,131,79,15,25.42,69,2011,2,30.0026
290,217,73,16,25.42,61,2011,2,22.0028
604,521,83,17,25.42,65,2011,2,27.9993
480,426,54,18,24.6,69,2011,2,19.9995
349,298,51,19,24.6,69,2011,2,16.9979
283,253,30,20,23.78,83,2011,2,27.9993
174,151,23,21,22.14,88,2011,2,16.9979
98,86,12,22,22.14,88,2011,2,19.0012
56,49,7,23,22.14,88,2011,2,16.9979
23,15,8,0,22.14,88,2011,2,15.0013
12,9,3,1,22.14,88,2011,2,16.9979
6,5,1,2,21.32,94,2011,2,15.0013
9,3,6,3,21.32,94,2011,2,19.9995
3,2,1,4,21.32,94,2011,2,19.9995
9,9,0,5,21.32,100,2011,2,15.0013
101,99,2,6,21.32,100,2011,2,8.9981
274,260,14,7,22.14,88,2011,2,12.998
453,428,25,8,22.96,88,2011,2,19.0012
202,176,26,9,22.96,83,2011,2,16.9979
106,73,33,10,22.14,88,2011,2,19.0012
23,17,6,11,22.14,94,2011,2,6.0032
54,42,12,12,22.96,94,2011,2,19.9995
122,92,30,13,22.96,83,2011,2,22.0028
138,94,44,14,23.78,78,2011,2,19.0012
167,133,34,15,24.6,78,2011,2,16.9979
294,241,53,16,24.6,73,2011,2,12.998
565,487,78,17,24.6,69,2011,2,8.9981
489,431,58,18,24.6,73,2011,2,15.0013
331,288,43,19,22.96,88,2011,2,8.9981
213,189,24,20,22.96,88,2011,2,8.9981
85,74,11,21,21.32,88,2011,2,10.32226348
117,103,14,22,21.32,83,2011,2,10.90587995
59,49,10,23,21.32,94,2011,2,6.0032
29,23,6,0,21.32,94,2011,2,7.0015
6,4,2,1,20.5,94,2011,2,9.041520472
15,12,3,2,20.5,94,2011,2,9.041520472
4,3,1,3,19.68,100,2011,2,8.994505431
5,3,2,4,19.68,94,2011,2,8.99544749
26,24,2,5,19.68,94,2011,2,8.99544749
103,86,17,6,20.5,94,2011,2,11.20074344
257,239,18,7,20.5,100,2011,2,11.09906221
487,453,34,8,21.32,88,2011,2,12.04608035
216,176,40,9,22.14,88,2011,2,6.0032
130,95,35,10,22.14,83,2011,2,13.40740539
164,111,53,11,22.14,88,2011,2,11.0014
168,130,38,12,23.78,78,2011,2,7.0015
